id,valueYName,valueY,valueXName,valueX,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10,score_11,score_12,score_13,score_14,score_15,score_16,score_17,score_18,score_19,score_20,score_21,score_22,score_23,score_24,score_25,scores_total,score,anomaly,anomaly_1,anomaly_2,anomaly_3,anomaly_4,anomaly_5,anomaly_6,anomaly_7,anomaly_8,anomaly_9,anomaly_10,anomaly_11,anomaly_12,anomaly_13,anomaly_14,anomaly_15,anomaly_16,anomaly_17,anomaly_18,anomaly_19,anomaly_20,anomaly_21,anomaly_22,anomaly_23,anomaly_24,anomaly_25,anomaly_average,anomaly_probability
10,n_px,2.47,month_day_hour_min,10,0.43,0.50,0.48,0.48,0.50,0.46,0.47,0.48,0.53,0.45,0.46,0.47,0.49,0.43,0.44,0.46,0.44,0.49,0.47,0.52,0.48,0.50,0.52,0.44,0.46,11.85,0.47,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
11,n_px,2.52,month_day_hour_min,11,0.44,0.55,0.49,0.49,0.49,0.45,0.46,0.47,0.53,0.46,0.48,0.49,0.51,0.44,0.46,0.48,0.46,0.48,0.47,0.50,0.48,0.47,0.51,0.45,0.45,11.96,0.48,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
12,n_px,2.58,month_day_hour_min,12,0.42,0.51,0.48,0.45,0.48,0.46,0.47,0.46,0.53,0.46,0.42,0.44,0.48,0.44,0.45,0.45,0.47,0.48,0.44,0.46,0.45,0.49,0.51,0.45,0.46,11.61,0.46,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
13,n_px,2.63,month_day_hour_min,13,0.44,0.49,0.48,0.44,0.47,0.45,0.47,0.46,0.52,0.44,0.41,0.44,0.46,0.42,0.46,0.45,0.46,0.46,0.44,0.47,0.44,0.51,0.51,0.43,0.47,11.49,0.46,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
14,n_px,2.68,month_day_hour_min,14,0.44,0.53,0.50,0.46,0.50,0.46,0.46,0.48,0.55,0.48,0.44,0.49,0.50,0.45,0.45,0.48,0.48,0.48,0.46,0.53,0.46,0.50,0.51,0.45,0.47,12.01,0.48,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
15,n_px,2.74,month_day_hour_min,15,0.42,0.47,0.48,0.46,0.48,0.44,0.50,0.46,0.50,0.45,0.42,0.47,0.47,0.42,0.47,0.45,0.48,0.47,0.44,0.49,0.45,0.49,0.51,0.42,0.49,11.60,0.46,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
16,n_px,2.79,month_day_hour_min,16,0.46,0.49,0.49,0.46,0.50,0.49,0.55,0.46,0.52,0.51,0.44,0.45,0.48,0.43,0.49,0.48,0.47,0.48,0.46,0.49,0.44,0.50,0.54,0.46,0.48,12.02,0.48,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
17,n_px,2.85,month_day_hour_min,17,0.48,0.53,0.59,0.49,0.53,0.47,0.52,0.52,0.52,0.48,0.51,0.53,0.48,0.44,0.51,0.49,0.47,0.50,0.53,0.48,0.46,0.50,0.52,0.50,0.51,12.56,0.50,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
18,n_px,2.91,month_day_hour_min,18,0.46,0.49,0.52,0.47,0.51,0.47,0.51,0.47,0.51,0.49,0.48,0.51,0.46,0.42,0.49,0.48,0.48,0.50,0.49,0.49,0.43,0.47,0.50,0.49,0.47,12.06,0.48,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
19,n_px,2.97,month_day_hour_min,19,0.47,0.54,0.55,0.48,0.50,0.48,0.53,0.51,0.51,0.51,0.49,0.55,0.49,0.45,0.50,0.50,0.49,0.51,0.50,0.52,0.46,0.47,0.53,0.49,0.49,12.52,0.50,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
20,n_px,3.03,month_day_hour_min,20,0.47,0.52,0.53,0.49,0.50,0.48,0.52,0.48,0.53,0.50,0.49,0.55,0.48,0.45,0.49,0.53,0.47,0.53,0.49,0.51,0.47,0.48,0.51,0.48,0.48,12.43,0.50,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
21,n_px,3.08,month_day_hour_min,21,0.49,0.54,0.55,0.54,0.53,0.48,0.57,0.52,0.55,0.53,0.52,0.55,0.51,0.45,0.52,0.54,0.50,0.54,0.51,0.50,0.48,0.50,0.55,0.49,0.48,12.94,0.52,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
22,n_px,3.14,month_day_hour_min,22,0.48,0.52,0.54,0.49,0.47,0.49,0.51,0.47,0.50,0.49,0.47,0.51,0.46,0.43,0.49,0.49,0.50,0.49,0.49,0.46,0.41,0.47,0.51,0.48,0.46,12.08,0.48,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
23,n_px,3.2,month_day_hour_min,23,0.47,0.51,0.51,0.48,0.49,0.48,0.53,0.51,0.52,0.48,0.46,0.49,0.47,0.42,0.52,0.51,0.51,0.52,0.49,0.48,0.41,0.47,0.50,0.47,0.48,12.18,0.49,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
24,n_px,3.25,month_day_hour_min,24,0.47,0.54,0.52,0.50,0.49,0.48,0.53,0.46,0.52,0.51,0.47,0.48,0.48,0.45,0.50,0.50,0.52,0.50,0.49,0.49,0.41,0.47,0.50,0.51,0.48,12.27,0.49,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
25,n_px,3.31,month_day_hour_min,25,0.50,0.54,0.54,0.53,0.49,0.47,0.58,0.54,0.53,0.53,0.50,0.49,0.49,0.45,0.51,0.52,0.54,0.50,0.49,0.51,0.45,0.52,0.57,0.52,0.52,12.83,0.51,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
26,n_px,3.36,month_day_hour_min,26,0.62,0.59,0.63,0.60,0.55,0.58,0.62,0.65,0.54,0.60,0.60,0.55,0.61,0.61,0.57,0.60,0.61,0.56,0.54,0.60,0.63,0.57,0.64,0.62,0.60,14.89,0.60,false,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0.40,true
27,n_px,3.41,month_day_hour_min,27,0.57,0.60,0.61,0.55,0.52,0.56,0.55,0.60,0.50,0.54,0.52,0.56,0.59,0.56,0.53,0.57,0.57,0.54,0.58,0.56,0.57,0.56,0.54,0.54,0.51,13.90,0.56,false,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,true
28,n_px,3.44,month_day_hour_min,28,0.57,0.57,0.55,0.55,0.50,0.56,0.52,0.57,0.53,0.52,0.49,0.52,0.54,0.56,0.51,0.56,0.55,0.54,0.59,0.50,0.53,0.59,0.53,0.51,0.48,13.44,0.54,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
29,n_px,3.46,month_day_hour_min,29,0.54,0.59,0.56,0.52,0.48,0.54,0.51,0.56,0.52,0.55,0.51,0.54,0.54,0.54,0.50,0.56,0.56,0.54,0.53,0.53,0.54,0.61,0.51,0.54,0.49,13.41,0.54,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.04,true
30,n_px,3.48,month_day_hour_min,30,0.56,0.57,0.58,0.55,0.52,0.60,0.55,0.61,0.55,0.51,0.52,0.57,0.57,0.53,0.50,0.56,0.56,0.58,0.54,0.53,0.57,0.62,0.53,0.49,0.48,13.75,0.55,false,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08,true
31,n_px,3.49,month_day_hour_min,31,0.55,0.53,0.50,0.53,0.48,0.58,0.50,0.56,0.52,0.48,0.53,0.53,0.52,0.51,0.50,0.53,0.55,0.56,0.49,0.50,0.57,0.57,0.48,0.49,0.48,13.04,0.52,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
32,n_px,3.49,month_day_hour_min,32,0.49,0.55,0.47,0.51,0.49,0.54,0.52,0.54,0.50,0.44,0.50,0.50,0.50,0.49,0.49,0.55,0.55,0.49,0.47,0.51,0.52,0.52,0.51,0.51,0.49,12.65,0.51,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
33,n_px,3.48,month_day_hour_min,33,0.49,0.53,0.53,0.55,0.55,0.52,0.58,0.59,0.59,0.50,0.52,0.56,0.61,0.47,0.55,0.55,0.59,0.53,0.48,0.54,0.48,0.53,0.52,0.52,0.51,13.39,0.54,false,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.04,true
34,n_px,3.45,month_day_hour_min,34,0.52,0.55,0.52,0.54,0.54,0.55,0.52,0.59,0.53,0.51,0.51,0.55,0.58,0.49,0.55,0.55,0.57,0.51,0.52,0.51,0.48,0.51,0.48,0.52,0.47,13.17,0.53,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
35,n_px,3.42,month_day_hour_min,35,0.47,0.54,0.48,0.51,0.50,0.53,0.57,0.58,0.52,0.50,0.49,0.48,0.57,0.44,0.48,0.51,0.56,0.49,0.45,0.50,0.47,0.45,0.47,0.52,0.47,12.55,0.50,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
36,n_px,3.38,month_day_hour_min,36,0.50,0.54,0.52,0.48,0.50,0.56,0.51,0.54,0.54,0.49,0.50,0.54,0.54,0.46,0.49,0.51,0.53,0.51,0.46,0.57,0.51,0.50,0.47,0.49,0.48,12.74,0.51,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
37,n_px,3.34,month_day_hour_min,37,0.46,0.48,0.47,0.48,0.46,0.51,0.50,0.54,0.51,0.48,0.49,0.52,0.51,0.44,0.48,0.52,0.53,0.50,0.44,0.52,0.48,0.49,0.46,0.48,0.47,12.22,0.49,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
38,n_px,3.3,month_day_hour_min,38,0.45,0.51,0.49,0.47,0.47,0.48,0.49,0.55,0.52,0.45,0.48,0.48,0.47,0.45,0.51,0.51,0.51,0.48,0.45,0.53,0.50,0.49,0.45,0.46,0.45,12.10,0.48,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
39,n_px,3.25,month_day_hour_min,39,0.51,0.48,0.51,0.50,0.52,0.53,0.53,0.55,0.55,0.47,0.48,0.56,0.53,0.53,0.55,0.53,0.52,0.51,0.48,0.58,0.53,0.55,0.49,0.54,0.49,13.02,0.52,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
40,n_px,3.19,month_day_hour_min,40,0.55,0.54,0.53,0.49,0.53,0.52,0.51,0.59,0.58,0.54,0.48,0.51,0.52,0.51,0.55,0.52,0.52,0.53,0.56,0.56,0.58,0.60,0.50,0.51,0.50,13.33,0.53,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
41,n_px,3.12,month_day_hour_min,41,0.49,0.52,0.49,0.46,0.49,0.49,0.47,0.54,0.51,0.51,0.47,0.49,0.48,0.51,0.54,0.47,0.48,0.50,0.52,0.52,0.54,0.52,0.48,0.50,0.48,12.47,0.50,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
42,n_px,3.06,month_day_hour_min,42,0.60,0.55,0.55,0.51,0.58,0.58,0.54,0.61,0.59,0.59,0.47,0.47,0.54,0.53,0.56,0.55,0.52,0.59,0.59,0.54,0.59,0.61,0.51,0.53,0.49,13.79,0.55,false,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08,true
43,n_px,2.99,month_day_hour_min,43,0.51,0.53,0.49,0.48,0.48,0.49,0.51,0.53,0.51,0.52,0.46,0.48,0.51,0.53,0.55,0.49,0.47,0.50,0.55,0.57,0.53,0.56,0.50,0.51,0.49,12.75,0.51,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
44,n_px,2.92,month_day_hour_min,44,0.46,0.50,0.47,0.46,0.44,0.52,0.47,0.51,0.51,0.51,0.44,0.47,0.49,0.48,0.50,0.45,0.44,0.46,0.51,0.50,0.49,0.48,0.45,0.49,0.44,11.94,0.48,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
45,n_px,2.86,month_day_hour_min,45,0.45,0.47,0.45,0.45,0.46,0.49,0.47,0.53,0.51,0.50,0.46,0.48,0.49,0.49,0.50,0.44,0.45,0.49,0.50,0.48,0.47,0.48,0.46,0.49,0.46,11.92,0.48,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
46,n_px,2.79,month_day_hour_min,46,0.44,0.50,0.48,0.44,0.45,0.46,0.45,0.50,0.50,0.49,0.46,0.46,0.48,0.49,0.51,0.47,0.45,0.49,0.49,0.51,0.48,0.51,0.46,0.44,0.48,11.89,0.48,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
47,n_px,2.73,month_day_hour_min,47,0.43,0.45,0.45,0.45,0.44,0.51,0.46,0.49,0.48,0.47,0.44,0.45,0.49,0.45,0.49,0.46,0.45,0.46,0.49,0.48,0.48,0.48,0.47,0.45,0.45,11.62,0.46,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
48,n_px,2.67,month_day_hour_min,48,0.43,0.48,0.47,0.45,0.46,0.49,0.45,0.52,0.48,0.47,0.44,0.45,0.45,0.49,0.49,0.47,0.44,0.50,0.50,0.51,0.50,0.53,0.48,0.46,0.48,11.89,0.48,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
49,n_px,2.61,month_day_hour_min,49,0.46,0.52,0.46,0.44,0.46,0.48,0.49,0.51,0.55,0.49,0.45,0.47,0.49,0.50,0.48,0.50,0.46,0.48,0.52,0.53,0.58,0.57,0.46,0.51,0.50,12.36,0.49,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
50,n_px,2.55,month_day_hour_min,50,0.46,0.49,0.48,0.46,0.45,0.47,0.51,0.52,0.51,0.48,0.42,0.45,0.47,0.48,0.46,0.48,0.46,0.49,0.50,0.52,0.50,0.55,0.50,0.48,0.45,12.04,0.48,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
51,n_px,2.5,month_day_hour_min,51,0.45,0.47,0.46,0.44,0.44,0.50,0.50,0.50,0.52,0.47,0.43,0.44,0.46,0.48,0.47,0.49,0.47,0.51,0.49,0.52,0.50,0.54,0.46,0.45,0.47,11.93,0.48,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
52,n_px,2.45,month_day_hour_min,52,0.44,0.47,0.46,0.41,0.42,0.46,0.45,0.52,0.48,0.45,0.43,0.43,0.43,0.48,0.46,0.47,0.45,0.44,0.47,0.48,0.48,0.48,0.45,0.46,0.43,11.40,0.46,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
53,n_px,2.4,month_day_hour_min,53,0.45,0.47,0.48,0.42,0.42,0.47,0.45,0.50,0.46,0.48,0.44,0.45,0.45,0.49,0.44,0.50,0.44,0.53,0.49,0.50,0.51,0.49,0.47,0.45,0.46,11.71,0.47,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
54,n_px,2.35,month_day_hour_min,54,0.45,0.46,0.43,0.42,0.42,0.47,0.47,0.54,0.46,0.41,0.43,0.48,0.46,0.42,0.43,0.48,0.43,0.44,0.42,0.46,0.47,0.41,0.45,0.45,0.45,11.21,0.45,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
55,n_px,2.31,month_day_hour_min,55,0.43,0.44,0.44,0.43,0.44,0.46,0.43,0.48,0.45,0.43,0.44,0.42,0.42,0.42,0.42,0.49,0.43,0.46,0.41,0.46,0.44,0.40,0.43,0.42,0.45,10.94,0.44,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
56,n_px,2.28,month_day_hour_min,56,0.42,0.49,0.43,0.44,0.44,0.43,0.42,0.50,0.45,0.42,0.44,0.43,0.42,0.41,0.42,0.47,0.43,0.45,0.43,0.47,0.46,0.42,0.44,0.43,0.42,10.98,0.44,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
57,n_px,2.26,month_day_hour_min,57,0.44,0.44,0.42,0.43,0.43,0.45,0.45,0.48,0.45,0.42,0.43,0.43,0.41,0.41,0.41,0.46,0.43,0.46,0.42,0.45,0.44,0.40,0.43,0.43,0.43,10.85,0.43,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
58,n_px,2.23,month_day_hour_min,58,0.45,0.48,0.44,0.42,0.40,0.46,0.45,0.47,0.45,0.41,0.42,0.44,0.41,0.41,0.41,0.44,0.44,0.48,0.42,0.46,0.44,0.40,0.42,0.45,0.43,10.90,0.44,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
59,n_px,2.2,month_day_hour_min,59,0.42,0.47,0.45,0.51,0.45,0.51,0.47,0.51,0.51,0.44,0.46,0.47,0.47,0.42,0.43,0.46,0.51,0.48,0.43,0.46,0.48,0.47,0.48,0.47,0.47,11.70,0.47,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
60,n_px,2.18,month_day_hour_min,60,0.39,0.45,0.40,0.41,0.40,0.41,0.43,0.47,0.43,0.40,0.41,0.45,0.41,0.40,0.40,0.41,0.45,0.43,0.40,0.44,0.43,0.41,0.42,0.42,0.43,10.50,0.42,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
61,n_px,2.16,month_day_hour_min,61,0.40,0.45,0.40,0.41,0.39,0.42,0.40,0.48,0.44,0.40,0.39,0.41,0.40,0.40,0.39,0.42,0.42,0.43,0.40,0.44,0.42,0.41,0.42,0.40,0.41,10.35,0.41,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
62,n_px,2.15,month_day_hour_min,62,0.40,0.45,0.40,0.43,0.41,0.42,0.42,0.46,0.45,0.40,0.41,0.44,0.42,0.42,0.41,0.42,0.47,0.45,0.40,0.45,0.44,0.45,0.41,0.46,0.45,10.74,0.43,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
63,n_px,2.13,month_day_hour_min,63,0.42,0.44,0.44,0.43,0.43,0.44,0.43,0.46,0.44,0.40,0.42,0.43,0.43,0.41,0.41,0.44,0.45,0.43,0.42,0.41,0.44,0.43,0.43,0.47,0.45,10.80,0.43,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
64,n_px,2.12,month_day_hour_min,64,0.44,0.48,0.43,0.44,0.41,0.46,0.41,0.49,0.44,0.46,0.41,0.47,0.42,0.44,0.43,0.42,0.47,0.47,0.46,0.46,0.45,0.45,0.44,0.45,0.47,11.17,0.45,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
65,n_px,2.11,month_day_hour_min,65,0.44,0.43,0.45,0.41,0.41,0.44,0.41,0.49,0.43,0.41,0.41,0.45,0.42,0.43,0.41,0.42,0.43,0.42,0.42,0.40,0.47,0.44,0.44,0.41,0.42,10.71,0.43,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
66,n_px,2.09,month_day_hour_min,66,0.41,0.43,0.41,0.42,0.39,0.41,0.41,0.44,0.45,0.42,0.42,0.41,0.40,0.41,0.39,0.43,0.43,0.43,0.40,0.44,0.43,0.43,0.42,0.41,0.41,10.45,0.42,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
67,n_px,2.08,month_day_hour_min,67,0.41,0.42,0.43,0.42,0.41,0.43,0.40,0.44,0.45,0.43,0.40,0.41,0.41,0.40,0.39,0.44,0.44,0.45,0.41,0.43,0.42,0.44,0.41,0.42,0.43,10.54,0.42,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
68,n_px,2.07,month_day_hour_min,68,0.39,0.43,0.40,0.39,0.44,0.42,0.41,0.44,0.43,0.42,0.41,0.41,0.39,0.40,0.39,0.42,0.42,0.45,0.41,0.44,0.43,0.43,0.42,0.40,0.42,10.41,0.42,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
69,n_px,2.05,month_day_hour_min,69,0.39,0.43,0.41,0.39,0.41,0.42,0.41,0.45,0.41,0.41,0.39,0.41,0.39,0.41,0.38,0.42,0.42,0.42,0.40,0.41,0.43,0.41,0.41,0.42,0.42,10.27,0.41,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
70,n_px,2.03,month_day_hour_min,70,0.40,0.42,0.41,0.39,0.41,0.42,0.42,0.46,0.42,0.40,0.41,0.38,0.39,0.40,0.39,0.43,0.41,0.42,0.39,0.40,0.44,0.40,0.41,0.40,0.40,10.22,0.41,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,false
